result_path,experiment_name,experiment_timestamp,model,dataset_type,dataset_name,method_type,method_name,seed,thinking,constrained,structured,soft_precision,soft_recall,soft_f1,hard_precision,hard_recall,hard_f1,total_entries,avg_completion_tokens,total_completion_tokens,soft_overlap,soft_predicted,soft_gold,hard_overlap,hard_predicted,hard_gold,error_empty_response,error_format_error,error_span_not_found,error_partial_span_not_found,error_invalid_label,error_partial_invalid_label,error_empty_prediction,error_success,error_format_max_tokens_exceeded,error_format_unescaped_quotes,error_empty_label,error_partial_empty_label,error_quotations_in_spans,error_partial_quotations_in_spans
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_tl_trg_42_20260410_200718_results.json,gemma_4_31b_vanilla,2026-04-10 20:07:18,google/gemma-4-31B-it,ner,uner_tl_trg,xml,xml,42,False,False,False,0.9077,1.0,0.9516,0.8385,0.9237,0.879,18,25.055555555555557,451,118,130,118,109,130,118,0,0,0,0,0,0,0,18,0,0,0,0,0,0
results/gemma_4_31b_thinking_google__gemma-4-31B-it_json_uner_hr_set_42_20260410_200711_results.json,gemma_4_31b_thinking,2026-04-10 20:07:11,google/gemma-4-31B-it,ner,uner_hr_set,json,json,42,True,False,False,0.9183,0.9643,0.9408,0.9055,0.9509,0.9276,660,590.6333333333333,389818,13763,14987,14272,13571,14987,14272,0,0,0,2,0,0,7,651,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_sv_talbanken_42_20260410_200653_results.json,gemma_4_31b_vanilla,2026-04-10 20:06:53,google/gemma-4-31B-it,ner,uner_sv_talbanken,xml,xml,42,False,False,False,0.9509,0.9675,0.9591,0.9417,0.9582,0.9499,121,51.3801652892562,6217,1665,1751,1721,1649,1751,1721,0,6,0,0,0,0,0,115,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_pud_44_20260410_200508_results.json,gpt_5_mini_vanilla,2026-04-10 20:05:08,gpt-5-mini,ner,uner_en_pud,json,json_structured,44,False,False,True,0.6878,0.9544,0.7994,0.6339,0.8796,0.7368,585,44.271794871794874,25899,9410,13682,9860,8673,13682,9860,0,0,0,3,0,0,20,476,0,0,0,86,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_sv_pud_42_20260410_200447_results.json,gemma_4_31b_vanilla,2026-04-10 20:04:47,google/gemma-4-31B-it,ner,uner_sv_pud,xml,xml,42,False,False,False,0.9286,0.9736,0.9506,0.8919,0.935,0.913,577,54.79029462738301,31614,9682,10426,9945,9299,10426,9945,0,3,0,0,0,0,0,574,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_word_synthetic_data_45_20260410_200421_results.json,gpt_5_mini_vanilla,2026-04-10 20:04:21,gpt-5-mini,synthetic,english_word_synthetic_data,json_occurrence,json_occurrence_structured,45,False,False,True,0.8004,0.8594,0.8289,0.8004,0.8594,0.8289,500,163.128,81564,36437,45522,42397,36437,45522,42397,0,0,0,23,0,0,18,459,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_pud_43_20260410_200257_results.json,gpt_5_mini_vanilla,2026-04-10 20:02:57,gpt-5-mini,ner,uner_en_pud,json,json_structured,43,False,False,True,0.7106,0.9555,0.8151,0.6584,0.8853,0.7552,585,43.784615384615385,25614,9421,13257,9860,8729,13257,9860,0,0,0,2,0,0,20,487,0,0,0,76,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_sr_set_42_20260410_200255_results.json,gemma_4_31b_vanilla,2026-04-10 20:02:55,google/gemma-4-31B-it,ner,uner_sr_set,xml,xml,42,False,False,False,0.9317,0.9465,0.9391,0.9213,0.9359,0.9285,392,71.48724489795919,28023,7681,8244,8115,7595,8244,8115,0,4,0,0,0,0,0,388,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_sk_snk_42_20260410_200107_results.json,gemma_4_31b_vanilla,2026-04-10 20:01:07,google/gemma-4-31B-it,ner,uner_sk_snk,xml,xml,42,False,False,False,0.9248,0.9203,0.9225,0.876,0.8717,0.8739,557,48.190305206463194,26842,8474,9163,9208,8027,9163,9208,0,23,0,0,0,0,0,534,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_word_synthetic_data_44_20260410_200037_results.json,gpt_5_mini_vanilla,2026-04-10 20:00:37,gpt-5-mini,synthetic,english_word_synthetic_data,json_occurrence,json_occurrence_structured,44,False,False,True,0.8372,0.9026,0.8686,0.8372,0.9026,0.8686,500,170.18,85090,38267,45710,42397,38267,45710,42397,0,0,0,30,0,0,13,457,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_ewt_46_20260410_200031_results.json,gpt_5_mini_vanilla,2026-04-10 20:00:31,gpt-5-mini,ner,uner_en_ewt,json,json_structured,46,False,False,True,0.713,0.9551,0.8165,0.6824,0.9142,0.7815,709,40.908321579689705,29004,9291,13031,9728,8893,13031,9728,0,0,0,2,0,0,16,623,0,0,3,65,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_ru_pud_42_20260410_195855_results.json,gemma_4_31b_vanilla,2026-04-10 19:58:55,google/gemma-4-31B-it,ner,uner_ru_pud,xml,xml,42,False,False,False,0.9075,0.9431,0.925,0.7946,0.8257,0.8098,570,58.17368421052632,33159,9930,10942,10529,8694,10942,10529,0,8,0,0,0,0,0,562,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_ewt_45_20260410_195810_results.json,gpt_5_mini_vanilla,2026-04-10 19:58:10,gpt-5-mini,ner,uner_en_ewt,json,json_structured,45,False,False,True,0.7157,0.9625,0.8209,0.6852,0.9216,0.786,709,40.517630465444284,28727,9363,13083,9728,8965,13083,9728,0,0,1,0,0,0,19,617,0,0,4,68,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_english_word_synthetic_data_43_20260410_195701_results.json,gpt_5_mini_vanilla,2026-04-10 19:57:01,gpt-5-mini,synthetic,english_word_synthetic_data,json_occurrence,json_occurrence_structured,43,False,False,True,0.8136,0.8698,0.8408,0.8136,0.8698,0.8408,500,163.528,81764,36879,45329,42397,36879,45329,42397,0,0,0,18,0,0,13,469,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-social_46_20260410_195656_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:56,gpt-5-mini,wmt,wmt-en-zh-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.337,0.5974,0.4309,0.2271,0.4026,0.2904,17,65.82352941176471,1119,92,273,154,62,273,154,0,0,0,0,0,0,4,13,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-social_45_20260410_195651_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:51,gpt-5-mini,wmt,wmt-en-zh-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.3878,0.6169,0.4762,0.1959,0.3117,0.2406,17,54.35294117647059,924,95,245,154,48,245,154,0,0,0,1,0,0,3,13,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_pt_pud_42_20260410_195646_results.json,gemma_4_31b_vanilla,2026-04-10 19:56:46,google/gemma-4-31B-it,ner,uner_pt_pud,xml,xml,42,False,False,False,0.9257,0.9764,0.9504,0.889,0.9378,0.9127,592,54.35641891891892,32179,9868,10660,10106,9477,10660,10106,0,6,0,0,0,0,0,586,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-social_44_20260410_195643_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:43,gpt-5-mini,wmt,wmt-en-zh-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.3081,0.3961,0.3466,0.1768,0.2273,0.1989,17,48.1764705882353,819,61,198,154,35,198,154,0,0,0,0,0,0,5,12,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-social_43_20260410_195637_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:37,gpt-5-mini,wmt,wmt-en-zh-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.3171,0.5065,0.39,0.1748,0.2792,0.215,17,56.94117647058823,968,78,246,154,43,246,154,0,0,0,0,0,0,3,14,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-uk-social_46_20260410_195628_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:28,gpt-5-mini,wmt,wmt-en-uk-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.2089,0.4802,0.2911,0.1373,0.3157,0.1914,27,65.44444444444444,1767,254,1216,529,167,1216,529,0,0,0,0,0,0,5,22,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-uk-social_45_20260410_195620_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:20,gpt-5-mini,wmt,wmt-en-uk-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.21,0.518,0.2988,0.0889,0.2193,0.1265,27,67.03703703703704,1810,274,1305,529,116,1305,529,0,0,0,2,0,0,4,20,0,0,0,0,0,1
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-uk-social_44_20260410_195612_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:12,gpt-5-mini,wmt,wmt-en-uk-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.2111,0.5482,0.3048,0.1325,0.344,0.1913,27,70.51851851851852,1904,290,1374,529,182,1374,529,0,0,1,1,0,0,3,22,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-uk-social_43_20260410_195600_results.json,gpt_5_mini_vanilla,2026-04-10 19:56:00,gpt-5-mini,wmt,wmt-en-uk-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.2456,0.6049,0.3493,0.1105,0.2722,0.1572,27,62.407407407407405,1685,320,1303,529,144,1303,529,0,0,0,0,0,0,6,21,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ru-social_46_20260410_195550_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:50,gpt-5-mini,wmt,wmt-en-ru-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.4107,0.5975,0.4868,0.2552,0.3713,0.3024,34,53.14705882352941,1807,478,1164,800,297,1164,800,0,0,0,0,0,0,10,24,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_ewt_44_20260410_195541_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:41,gpt-5-mini,ner,uner_en_ewt,json,json_structured,44,False,False,True,0.7139,0.9637,0.8202,0.6838,0.9231,0.7856,709,40.606488011283496,28790,9375,13133,9728,8980,13133,9728,0,0,1,0,0,0,15,625,0,0,5,63,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ru-social_45_20260410_195540_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:40,gpt-5-mini,wmt,wmt-en-ru-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.3696,0.59,0.4545,0.2169,0.3463,0.2667,34,54.470588235294116,1852,472,1277,800,277,1277,800,0,0,0,0,0,0,9,25,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ru-social_44_20260410_195526_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:26,gpt-5-mini,wmt,wmt-en-ru-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.379,0.595,0.463,0.203,0.3187,0.2481,34,54.6764705882353,1859,476,1256,800,255,1256,800,0,0,0,0,0,0,9,25,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ru-social_43_20260410_195515_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:15,gpt-5-mini,wmt,wmt-en-ru-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.4038,0.6562,0.5,0.1877,0.305,0.2324,34,57.38235294117647,1951,525,1300,800,244,1300,800,0,0,0,0,0,0,9,25,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ja-social_46_20260410_195510_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:10,gpt-5-mini,wmt,wmt-en-ja-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.0969,0.5205,0.1634,0.0204,0.1096,0.0344,13,69.38461538461539,902,38,392,73,8,392,73,0,0,0,0,0,0,3,10,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ja-social_45_20260410_195505_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:05,gpt-5-mini,wmt,wmt-en-ja-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.1277,0.5616,0.2081,0.0312,0.137,0.0508,13,64.23076923076923,835,41,321,73,10,321,73,0,0,0,0,0,0,5,8,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ja-social_44_20260410_195500_results.json,gpt_5_mini_vanilla,2026-04-10 19:55:00,gpt-5-mini,wmt,wmt-en-ja-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.1206,0.5205,0.1959,0.0254,0.1096,0.0412,13,63.92307692307692,831,38,315,73,8,315,73,0,0,0,0,0,0,4,9,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-ja-social_43_20260410_195454_results.json,gpt_5_mini_vanilla,2026-04-10 19:54:54,gpt-5-mini,wmt,wmt-en-ja-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.1348,0.4932,0.2118,0.03,0.1096,0.0471,13,60.07692307692308,781,36,267,73,8,267,73,0,0,0,0,0,0,4,9,0,0,0,0,0,0
results/gemma_4_31b_thinking_google__gemma-4-31B-it_json_wmt-en-cs-literary_42_20260410_195438_results.json,gemma_4_31b_thinking,2026-04-10 19:54:38,google/gemma-4-31B-it,wmt,wmt-en-cs-literary,json,json,42,True,False,False,0.2654,0.3173,0.2891,0.1132,0.1354,0.1233,61,2418.1803278688526,147509,443,1669,1396,189,1669,1396,0,0,0,0,0,0,14,47,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-is-social_46_20260410_195432_results.json,gpt_5_mini_vanilla,2026-04-10 19:54:32,gpt-5-mini,wmt,wmt-en-is-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.4137,0.5727,0.4804,0.2119,0.2933,0.246,74,70.8108108108108,5240,1517,3667,2649,777,3667,2649,0,0,1,7,0,0,13,53,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_pt_bosque_42_20260410_195417_results.json,gemma_4_31b_vanilla,2026-04-10 19:54:17,google/gemma-4-31B-it,ner,uner_pt_bosque,xml,xml,42,False,False,False,0.9536,0.9588,0.9562,0.9262,0.9313,0.9287,623,58.987158908507226,36749,12754,13375,13302,12388,13375,13302,0,10,0,0,0,0,0,613,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-is-social_45_20260410_195412_results.json,gpt_5_mini_vanilla,2026-04-10 19:54:12,gpt-5-mini,wmt,wmt-en-is-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.4326,0.5855,0.4976,0.212,0.2869,0.2438,74,70.44594594594595,5213,1551,3585,2649,760,3585,2649,0,0,2,5,0,0,14,52,0,0,0,1,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-is-social_44_20260410_195351_results.json,gpt_5_mini_vanilla,2026-04-10 19:53:51,gpt-5-mini,wmt,wmt-en-is-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.3938,0.5847,0.4707,0.194,0.288,0.2318,74,71.54054054054055,5294,1549,3933,2649,763,3933,2649,0,0,0,5,0,0,13,56,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-is-social_43_20260410_195328_results.json,gpt_5_mini_vanilla,2026-04-10 19:53:28,gpt-5-mini,wmt,wmt-en-is-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.4227,0.5802,0.4891,0.2057,0.2824,0.238,74,72.36486486486487,5355,1537,3636,2649,748,3636,2649,0,0,0,9,0,0,12,53,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-hi-social_46_20260410_195320_results.json,gpt_5_mini_vanilla,2026-04-10 19:53:20,gpt-5-mini,wmt,wmt-en-hi-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.1014,0.3051,0.1522,0.0211,0.0636,0.0317,26,51.42307692307692,1337,72,710,236,15,710,236,0,0,0,1,0,0,7,18,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-hi-social_45_20260410_195313_results.json,gpt_5_mini_vanilla,2026-04-10 19:53:13,gpt-5-mini,wmt,wmt-en-hi-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.1559,0.4915,0.2367,0.0874,0.2754,0.1327,26,55.38461538461539,1440,116,744,236,65,744,236,0,0,0,4,0,0,6,16,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_structured_uner_en_ewt_43_20260410_195307_results.json,gpt_5_mini_vanilla,2026-04-10 19:53:07,gpt-5-mini,ner,uner_en_ewt,json,json_structured,43,False,False,True,0.7167,0.9569,0.8196,0.682,0.9106,0.7799,709,40.626234132581104,28804,9309,12989,9728,8858,12989,9728,0,0,0,0,0,0,20,624,0,0,3,62,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-hi-social_44_20260410_195306_results.json,gpt_5_mini_vanilla,2026-04-10 19:53:06,gpt-5-mini,wmt,wmt-en-hi-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.173,0.5636,0.2647,0.0585,0.1907,0.0896,26,51.46153846153846,1338,133,769,236,45,769,236,0,0,0,1,0,0,8,17,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-hi-social_43_20260410_195258_results.json,gpt_5_mini_vanilla,2026-04-10 19:52:58,gpt-5-mini,wmt,wmt-en-hi-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.1093,0.3475,0.1663,0.036,0.1144,0.0548,26,55.26923076923077,1437,82,750,236,27,750,236,0,0,0,3,0,0,7,16,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-es-social_46_20260410_195247_results.json,gpt_5_mini_vanilla,2026-04-10 19:52:47,gpt-5-mini,wmt,wmt-en-es-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.323,0.6562,0.433,0.119,0.2417,0.1594,40,62.65,2506,649,2009,989,239,2009,989,0,0,0,2,0,0,9,28,0,0,0,0,0,1
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-es-social_45_20260410_195235_results.json,gpt_5_mini_vanilla,2026-04-10 19:52:35,gpt-5-mini,wmt,wmt-en-es-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.235,0.6006,0.3378,0.1005,0.2568,0.1444,40,68.15,2726,594,2528,989,254,2528,989,0,0,0,1,0,0,8,31,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_english_word_synthetic_data_42_20260410_195230_results.json,gemma_4_31b_vanilla,2026-04-10 19:52:30,google/gemma-4-31B-it,synthetic,english_word_synthetic_data,index,index_enriched,42,False,False,False,0.9879,0.9803,0.9841,0.9879,0.9803,0.9841,500,458.552,229276,41561,42071,42397,41561,42071,42397,0,0,0,0,0,0,0,500,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-es-social_44_20260410_195224_results.json,gpt_5_mini_vanilla,2026-04-10 19:52:24,gpt-5-mini,wmt,wmt-en-es-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.296,0.7482,0.4242,0.0956,0.2417,0.137,40,68.9,2756,740,2500,989,239,2500,989,0,0,0,0,0,0,9,30,0,0,0,0,0,1
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-zh-social_42_20260410_195222_results.json,gemma_4_31b_vanilla,2026-04-10 19:52:22,google/gemma-4-31B-it,wmt,wmt-en-zh-social,index,index_enriched,42,False,False,False,0.4559,0.2013,0.2793,0.1765,0.0779,0.1081,17,61.411764705882355,1044,31,68,154,12,68,154,2,3,0,0,0,0,2,10,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-uk-social_42_20260410_195215_results.json,gemma_4_31b_vanilla,2026-04-10 19:52:15,google/gemma-4-31B-it,wmt,wmt-en-uk-social,index,index_enriched,42,False,False,False,0.5399,0.1664,0.2543,0.1595,0.0491,0.0751,27,41.925925925925924,1132,88,163,529,26,163,529,5,5,0,0,0,0,2,15,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-es-social_43_20260410_195213_results.json,gpt_5_mini_vanilla,2026-04-10 19:52:13,gpt-5-mini,wmt,wmt-en-es-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.2546,0.5905,0.3558,0.1068,0.2477,0.1493,40,67.325,2693,584,2294,989,245,2294,989,0,0,0,3,0,0,7,29,0,0,0,0,0,1
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-cs-social_46_20260410_195205_results.json,gpt_5_mini_vanilla,2026-04-10 19:52:05,gpt-5-mini,wmt,wmt-en-cs-social,json_occurrence,json_occurrence_structured,46,False,False,True,0.4468,0.6878,0.5417,0.1574,0.2424,0.1909,35,53.6,1876,315,705,458,111,705,458,0,0,2,1,0,0,7,25,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-ru-social_42_20260410_195205_results.json,gemma_4_31b_vanilla,2026-04-10 19:52:05,google/gemma-4-31B-it,wmt,wmt-en-ru-social,index,index_enriched,42,False,False,False,0.6745,0.4637,0.5496,0.1564,0.1075,0.1274,34,64.8529411764706,2205,371,550,800,86,550,800,1,3,0,0,0,0,1,29,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-ja-social_42_20260410_195158_results.json,gemma_4_31b_vanilla,2026-04-10 19:51:58,google/gemma-4-31B-it,wmt,wmt-en-ja-social,index,index_enriched,42,False,False,False,0.1707,0.0959,0.1228,0.0732,0.0411,0.0526,13,58.46153846153846,760,7,41,73,3,41,73,1,4,0,0,0,0,2,6,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-cs-social_45_20260410_195155_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:55,gpt-5-mini,wmt,wmt-en-cs-social,json_occurrence,json_occurrence_structured,45,False,False,True,0.4027,0.655,0.4988,0.1356,0.2205,0.1679,35,51.285714285714285,1795,300,745,458,101,745,458,0,0,1,1,0,0,8,25,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-cs-social_44_20260410_195147_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:47,gpt-5-mini,wmt,wmt-en-cs-social,json_occurrence,json_occurrence_structured,44,False,False,True,0.4037,0.6638,0.5021,0.1554,0.2555,0.1932,35,54.542857142857144,1909,304,753,458,117,753,458,0,0,0,0,0,0,6,29,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-cs-social_43_20260410_195139_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:39,gpt-5-mini,wmt,wmt-en-cs-social,json_occurrence,json_occurrence_structured,43,False,False,True,0.4223,0.6463,0.5108,0.117,0.179,0.1415,35,52.51428571428571,1838,296,701,458,82,701,458,0,0,0,2,0,0,8,25,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-is-social_42_20260410_195133_results.json,gemma_4_31b_vanilla,2026-04-10 19:51:33,google/gemma-4-31B-it,wmt,wmt-en-is-social,index,index_enriched,42,False,False,False,0.616,0.2065,0.3093,0.2838,0.0951,0.1425,74,67.1891891891892,4972,547,888,2649,252,888,2649,10,10,0,0,0,0,1,53,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-literary_46_20260410_195133_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:33,gpt-5-mini,wmt,wmt-en-zh-literary,json_occurrence,json_occurrence_structured,46,False,False,True,0.1207,0.4041,0.1858,0.0327,0.1096,0.0504,17,79.05882352941177,1344,59,489,146,16,489,146,0,0,0,0,0,0,3,14,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-literary_45_20260410_195126_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:26,gpt-5-mini,wmt,wmt-en-zh-literary,json_occurrence,json_occurrence_structured,45,False,False,True,0.112,0.3767,0.1727,0.0387,0.1301,0.0597,17,79.17647058823529,1346,55,491,146,19,491,146,0,0,0,0,0,0,4,13,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-literary_44_20260410_195119_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:19,gpt-5-mini,wmt,wmt-en-zh-literary,json_occurrence,json_occurrence_structured,44,False,False,True,0.1123,0.363,0.1715,0.0297,0.0959,0.0453,17,80.29411764705883,1365,53,472,146,14,472,146,0,0,0,0,0,0,4,13,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-hi-social_42_20260410_195119_results.json,gemma_4_31b_vanilla,2026-04-10 19:51:19,google/gemma-4-31B-it,wmt,wmt-en-hi-social,index,index_enriched,42,False,False,False,0.3876,0.2119,0.274,0.1008,0.0551,0.0712,26,76.11538461538461,1979,50,129,236,13,129,236,10,6,0,0,0,0,0,10,0,0,0,0,0,0
results/gpt_5_mini_vanilla_gpt-5-mini_json_occurrence_structured_wmt-en-zh-literary_43_20260410_195114_results.json,gpt_5_mini_vanilla,2026-04-10 19:51:14,gpt-5-mini,wmt,wmt-en-zh-literary,json_occurrence,json_occurrence_structured,43,False,False,True,0.0932,0.3082,0.1431,0.0228,0.0753,0.035,17,84.58823529411765,1438,45,483,146,11,483,146,0,0,0,0,0,0,2,15,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_xml_uner_hr_set_42_20260410_195110_results.json,gemma_4_31b_vanilla,2026-04-10 19:51:10,google/gemma-4-31B-it,ner,uner_hr_set,xml,xml,42,False,False,False,0.9295,0.9418,0.9356,0.9101,0.9222,0.9161,660,71.38787878787879,47116,13442,14462,14272,13162,14462,14272,0,9,0,0,0,0,1,650,0,0,0,0,0,0
results/gemma_4_31b_vanilla_google__gemma-4-31B-it_index_enriched_wmt-en-es-social_42_20260410_195108_results.json,gemma_4_31b_vanilla,2026-04-10 19:51:08,google/gemma-4-31B-it,wmt,wmt-en-es-social,index,index_enriched,42,False,False,False,0.4668,0.2417,0.3185,0.1738,0.09,0.1186,40,50.1,2004,239,512,989,89,512,989,5,5,0,0,0,0,8,22,0,0,0,0,0,0
